abonnement_id,membre_id,type_abonnement,date_debut,date_fin,montant_mensuel,mode_paiement,statut_abonnement,date_resiliation,motif_resiliation
ABO-01260,MEM-01260,essentiel,2024-02-14,2026-04-25,49.0,prelevement_sepa,resilie,2026-04-25,manque_temps
ABO-01261,MEM-01261,essentiel,2024-02-05,2026-04-22,49.0,especes,resilie,2026-04-22,insatisfaction
ABO-01262,MEM-01262,premium,2025-12-30,2026-06-03,69.0,cb,resilie,2026-06-03,manque_temps
ABO-01263,MEM-01263,essentiel,2023-01-31,2026-05-14,49.0,prelevement_sepa,resilie,2026-05-14,manque_temps
ABO-01264,MEM-01264,premium,2026-01-03,2026-04-16,69.0,cb,resilie,2026-04-16,prix
ABO-01265,MEM-01265,premium,2022-09-30,2026-06-05,69.0,prelevement_sepa,resilie,2026-06-05,manque_temps
ABO-01266,MEM-01266,premium,2021-03-13,2026-05-19,69.0,prelevement_sepa,resilie,2026-05-19,demenagement
ABO-01267,MEM-01267,essentiel,2025-08-11,2026-03-11,49.0,prelevement_sepa,resilie,2026-03-11,demenagement
ABO-01268,MEM-01268,essentiel,2023-05-15,2026-04-13,49.0,prelevement_sepa,resilie,2026-04-13,inconnu
ABO-01269,MEM-01269,essentiel,2021-11-28,2026-03-30,49.0,prelevement_sepa,resilie,2026-03-30,horaires
ABO-01270,MEM-01270,essentiel,2025-12-24,2026-02-26,49.0,prelevement_sepa,resilie,2026-02-26,blessure_sante
ABO-01271,MEM-01271,premium,2025-06-28,2026-04-28,69.0,prelevement_sepa,resilie,2026-04-28,blessure_sante
ABO-01272,MEM-01272,essentiel,2025-04-01,2026-03-05,49.0,prelevement_sepa,resilie,2026-03-05,blessure_sante
ABO-01273,MEM-01273,essentiel,2025-05-21,2026-06-18,49.0,cb,resilie,2026-06-18,prix
ABO-01274,MEM-01274,essentiel,2023-12-17,2026-05-25,49.0,prelevement_sepa,resilie,2026-05-25,prix
ABO-01275,MEM-01275,premium,2021-01-02,2026-05-05,69.0,prelevement_sepa,resilie,2026-05-05,demenagement
ABO-01276,MEM-01276,essentiel,2024-06-16,2026-04-30,49.0,prelevement_sepa,resilie,2026-04-30,blessure_sante
ABO-01277,MEM-01277,essentiel,2021-04-19,2026-03-20,49.0,prelevement_sepa,resilie,2026-03-20,blessure_sante
ABO-01278,MEM-01278,premium,2022-01-12,2026-06-15,69.0,prelevement_sepa,resilie,2026-06-15,insatisfaction
ABO-01279,MEM-01279,essentiel,2022-11-22,2026-06-12,49.0,prelevement_sepa,resilie,2026-06-12,inconnu
ABO-01280,MEM-01280,essentiel,2023-07-08,2026-05-19,49.0,prelevement_sepa,resilie,2026-05-19,demenagement
ABO-01281,MEM-01281,essentiel,2026-04-29,2026-03-19,49.0,prelevement_sepa,resilie,2026-03-19,demenagement
ABO-01282,MEM-01282,essentiel,2022-09-18,2026-06-04,49.0,prelevement_sepa,resilie,2026-06-04,insatisfaction
ABO-01283,MEM-01283,essentiel,2021-12-29,2026-03-15,49.0,prelevement_sepa,resilie,2026-03-15,prix
ABO-01284,MEM-01284,premium,2024-03-12,2026-04-12,69.0,prelevement_sepa,resilie,2026-04-12,manque_temps
ABO-01285,MEM-01285,essentiel,2021-02-05,2026-03-13,49.0,prelevement_sepa,resilie,2026-03-13,insatisfaction
ABO-01286,MEM-01286,premium,2026-05-20,2026-05-09,69.0,prelevement_sepa,resilie,2026-05-09,horaires
ABO-01287,MEM-01287,essentiel,2023-11-15,2026-05-12,49.0,prelevement_sepa,resilie,2026-05-12,demenagement
ABO-01288,MEM-01288,premium,2026-01-09,2026-05-15,69.0,prelevement_sepa,resilie,2026-05-15,insatisfaction
ABO-01289,MEM-01289,premium,2023-01-20,2026-06-06,69.0,prelevement_sepa,resilie,2026-06-06,inconnu
ABO-01290,MEM-01290,premium,2026-03-14,2026-05-29,69.0,prelevement_sepa,resilie,2026-05-29,manque_temps
ABO-01291,MEM-01291,essentiel,2021-12-24,2026-04-22,49.0,prelevement_sepa,resilie,2026-04-22,horaires
ABO-01292,MEM-01292,essentiel,2025-06-21,2026-03-30,49.0,prelevement_sepa,resilie,2026-03-30,blessure_sante
ABO-01293,MEM-01293,essentiel,2025-04-25,2026-03-16,49.0,prelevement_sepa,resilie,2026-03-16,prix
ABO-01294,MEM-01294,premium,2025-12-05,2026-05-17,69.0,cb,resilie,2026-05-17,blessure_sante
ABO-01295,MEM-01295,essentiel,2024-05-18,2026-04-01,49.0,cb,resilie,2026-04-01,insatisfaction
ABO-01296,MEM-01296,essentiel,2022-10-24,2026-04-16,49.0,prelevement_sepa,resilie,2026-04-16,inconnu
ABO-01297,MEM-01297,essentiel,2025-03-01,2026-06-16,49.0,prelevement_sepa,resilie,2026-06-16,inconnu
ABO-01298,MEM-01298,essentiel,2024-12-23,2026-03-30,49.0,prelevement_sepa,resilie,2026-03-30,blessure_sante
ABO-01299,MEM-01299,premium,2024-11-08,2026-04-15,69.0,prelevement_sepa,resilie,2026-04-15,blessure_sante
ABO-01300,MEM-01300,essentiel,2022-12-01,2026-06-15,49.0,cb,resilie,2026-06-15,prix
ABO-01301,MEM-01301,premium,2021-07-09,2026-03-25,69.0,prelevement_sepa,resilie,2026-03-25,inconnu
ABO-01302,MEM-01302,essentiel,2025-08-03,2026-03-11,49.0,prelevement_sepa,resilie,2026-03-11,horaires
ABO-01303,MEM-01303,essentiel,2022-09-23,2026-04-22,49.0,prelevement_sepa,resilie,2026-04-22,prix
ABO-01304,MEM-01304,essentiel,2021-10-19,2026-04-06,49.0,cb,resilie,2026-04-06,demenagement
ABO-01305,MEM-01305,essentiel,2022-01-09,2026-03-24,49.0,prelevement_sepa,resilie,2026-03-24,manque_temps
ABO-01306,MEM-01306,premium,2022-09-21,2026-06-18,69.0,prelevement_sepa,resilie,2026-06-18,blessure_sante
ABO-01307,MEM-01307,essentiel,2025-10-21,2026-03-24,49.0,prelevement_sepa,resilie,2026-03-24,demenagement
ABO-01308,MEM-01308,essentiel,2024-01-16,2026-06-03,49.0,prelevement_sepa,resilie,2026-06-03,insatisfaction
ABO-01309,MEM-01309,essentiel,2021-04-03,2026-05-01,49.0,prelevement_sepa,resilie,2026-05-01,manque_temps
ABO-01310,MEM-01310,essentiel,2023-02-08,2026-04-14,49.0,prelevement_sepa,resilie,2026-04-14,horaires
ABO-01311,MEM-01311,essentiel,2025-08-29,2026-04-08,49.0,prelevement_sepa,resilie,2026-04-08,manque_temps
ABO-01312,MEM-01312,premium,2026-04-01,2026-05-21,69.0,prelevement_sepa,resilie,2026-05-21,inconnu
ABO-01313,MEM-01313,premium,2026-04-10,2026-06-06,69.0,prelevement_sepa,resilie,2026-06-06,manque_temps
ABO-01314,MEM-01314,essentiel,2025-06-25,2026-03-26,49.0,cb,resilie,2026-03-26,manque_temps
ABO-01315,MEM-01315,essentiel,2025-10-29,2026-03-29,49.0,prelevement_sepa,resilie,2026-03-29,horaires
ABO-01316,MEM-01316,premium,2022-01-18,2026-05-09,69.0,prelevement_sepa,resilie,2026-05-09,prix
ABO-01317,MEM-01317,essentiel,2025-06-16,2026-04-21,49.0,prelevement_sepa,resilie,2026-04-21,insatisfaction
ABO-01318,MEM-01318,essentiel,2021-01-13,2026-04-30,49.0,prelevement_sepa,resilie,2026-04-30,inconnu
ABO-01319,MEM-01319,essentiel,2024-01-03,2026-05-03,49.0,prelevement_sepa,resilie,2026-05-03,insatisfaction
ABO-01320,MEM-01320,essentiel,2022-01-30,2026-03-09,49.0,prelevement_sepa,resilie,2026-03-09,manque_temps
ABO-01321,MEM-01321,essentiel,2025-02-09,2026-02-22,49.0,prelevement_sepa,resilie,2026-02-22,prix
ABO-01322,MEM-01322,premium,2024-03-02,2026-03-15,69.0,cb,resilie,2026-03-15,inconnu
ABO-01323,MEM-01323,essentiel,2024-11-04,2026-03-19,49.0,prelevement_sepa,resilie,2026-03-19,prix
ABO-01324,MEM-01324,essentiel,2023-08-17,2026-04-19,49.0,prelevement_sepa,resilie,2026-04-19,insatisfaction
ABO-01325,MEM-01325,premium,2023-02-19,2026-06-16,69.0,prelevement_sepa,resilie,2026-06-16,inconnu
ABO-01326,MEM-01326,essentiel,2021-10-31,2026-05-15,49.0,prelevement_sepa,resilie,2026-05-15,manque_temps
ABO-01327,MEM-01327,essentiel,2023-03-01,2026-06-07,49.0,prelevement_sepa,resilie,2026-06-07,demenagement
ABO-01328,MEM-01328,essentiel,2022-10-05,2026-05-20,49.0,prelevement_sepa,resilie,2026-05-20,prix
ABO-01329,MEM-01329,essentiel,2024-02-06,2026-02-23,49.0,prelevement_sepa,resilie,2026-02-23,blessure_sante
ABO-01330,MEM-01330,essentiel,2021-08-11,2026-03-27,49.0,cb,resilie,2026-03-27,blessure_sante
ABO-01331,MEM-01331,essentiel,2024-05-08,2026-03-29,49.0,prelevement_sepa,resilie,2026-03-29,manque_temps
ABO-01332,MEM-01332,premium,2026-05-22,2026-06-20,69.0,cb,resilie,2026-06-20,demenagement
ABO-01333,MEM-01333,premium,2023-10-08,2026-04-16,69.0,especes,resilie,2026-04-16,inconnu
ABO-01334,MEM-01334,essentiel,2025-05-14,2026-03-14,49.0,prelevement_sepa,resilie,2026-03-14,demenagement
ABO-01335,MEM-01335,essentiel,2024-03-13,2026-05-01,49.0,prelevement_sepa,resilie,2026-05-01,insatisfaction
ABO-01336,MEM-01336,essentiel,2026-03-26,2026-03-11,49.0,cb,resilie,2026-03-11,prix
ABO-01337,MEM-01337,premium,2021-01-28,2026-05-04,69.0,prelevement_sepa,resilie,2026-05-04,inconnu
ABO-01338,MEM-01338,essentiel,2026-04-04,2026-05-15,49.0,cb,resilie,2026-05-15,blessure_sante
ABO-01339,MEM-01339,essentiel,2022-03-05,2026-03-01,49.0,especes,resilie,2026-03-01,blessure_sante
ABO-01340,MEM-01340,essentiel,2024-03-12,2026-04-20,49.0,prelevement_sepa,resilie,2026-04-20,insatisfaction
ABO-01341,MEM-01341,premium,2022-11-15,2026-03-30,69.0,prelevement_sepa,resilie,2026-03-30,demenagement
ABO-01342,MEM-01342,essentiel,2024-02-11,2026-04-12,49.0,prelevement_sepa,resilie,2026-04-12,demenagement
ABO-01343,MEM-01343,essentiel,2025-09-14,2026-04-17,49.0,prelevement_sepa,resilie,2026-04-17,manque_temps
ABO-01344,MEM-01344,premium,2026-05-14,2026-06-19,69.0,prelevement_sepa,resilie,2026-06-19,manque_temps
ABO-01345,MEM-01345,premium,2023-02-23,2026-06-03,69.0,prelevement_sepa,resilie,2026-06-03,manque_temps
ABO-01346,MEM-01346,essentiel,2026-04-14,2026-04-24,49.0,prelevement_sepa,resilie,2026-04-24,blessure_sante
ABO-01347,MEM-01347,essentiel,2021-04-18,2026-03-15,49.0,prelevement_sepa,resilie,2026-03-15,horaires
ABO-01348,MEM-01348,premium,2024-04-05,2026-06-18,69.0,prelevement_sepa,resilie,2026-06-18,insatisfaction
ABO-01349,MEM-01349,premium,2021-10-02,2026-03-27,69.0,prelevement_sepa,resilie,2026-03-27,demenagement
ABO-01350,MEM-01350,premium,2026-02-10,2026-02-24,69.0,cb,resilie,2026-02-24,manque_temps
ABO-01351,MEM-01351,essentiel,2024-03-21,,49.0,prelevement_sepa,en_pause,,
ABO-01352,MEM-01352,essentiel,2024-02-13,,49.0,prelevement_sepa,en_pause,,
ABO-01353,MEM-01353,premium,2026-05-09,,69.0,prelevement_sepa,en_pause,,
ABO-01354,MEM-01354,premium,2022-06-19,,69.0,prelevement_sepa,en_pause,,
ABO-01355,MEM-01355,essentiel,2025-11-05,,49.0,prelevement_sepa,en_pause,,
ABO-01356,MEM-01356,essentiel,2025-11-11,,49.0,prelevement_sepa,en_pause,,
ABO-01357,MEM-01357,essentiel,2023-08-25,,49.0,cb,en_pause,,
ABO-01358,MEM-01358,essentiel,2021-01-27,,49.0,prelevement_sepa,en_pause,,
ABO-01359,MEM-01359,premium,2021-01-25,,69.0,prelevement_sepa,en_pause,,
ABO-01360,MEM-01360,essentiel,2022-03-03,,49.0,prelevement_sepa,en_pause,,
ABO-01361,MEM-01361,premium,2023-05-10,,69.0,prelevement_sepa,en_pause,,
ABO-01362,MEM-01362,essentiel,2021-11-22,,49.0,prelevement_sepa,en_pause,,
ABO-01363,MEM-01363,essentiel,2026-05-21,,49.0,prelevement_sepa,en_pause,,
ABO-01364,MEM-01364,essentiel,2021-11-13,,49.0,cb,en_pause,,
ABO-01365,MEM-01365,premium,2025-09-02,,69.0,especes,en_pause,,
ABO-01366,MEM-01366,premium,2026-02-25,,69.0,prelevement_sepa,en_pause,,
ABO-01367,MEM-01367,essentiel,2021-06-17,,49.0,prelevement_sepa,en_pause,,
ABO-01368,MEM-01368,premium,2025-12-13,,69.0,prelevement_sepa,en_pause,,
ABO-01369,MEM-01369,essentiel,2022-12-07,,49.0,cb,en_pause,,
ABO-01370,MEM-01370,essentiel,2025-06-03,,49.0,prelevement_sepa,en_pause,,
ABO-01371,MEM-01371,essentiel,2025-09-08,,49.0,cb,en_pause,,
ABO-01372,MEM-01372,essentiel,2024-12-04,,49.0,prelevement_sepa,en_pause,,
ABO-01373,MEM-01373,premium,2022-06-08,,69.0,prelevement_sepa,en_pause,,
ABO-01374,MEM-01374,essentiel,2025-05-16,,49.0,especes,en_pause,,
ABO-01375,MEM-01375,premium,2025-04-27,,69.0,especes,en_pause,,
ABO-01376,MEM-01376,essentiel,2024-11-09,,49.0,prelevement_sepa,en_pause,,
ABO-01377,MEM-01377,premium,2024-01-21,,69.0,prelevement_sepa,en_pause,,
ABO-01378,MEM-01378,premium,2025-11-08,,69.0,cb,en_pause,,
ABO-01379,MEM-01379,essentiel,2023-02-16,,49.0,prelevement_sepa,en_pause,,
ABO-01380,MEM-01380,premium,2022-06-30,,69.0,prelevement_sepa,en_pause,,
